CASE_NO,APPLICATION_TYPE,DECISION_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS_1,EMPLOYER_ADDRESS_2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,BASIC_HOURS_PER_WEEK,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,ALIEN_WORK_STATE
"C-07012-04246","H-2A","01/31/07 16:04:00","Certified - Full","3/1/2007","12/30/2007","HARWARD FARMS","1988 W. CENTER",,"SPRINGVILLE","UT","84663","ALCALA LAW FIRM, JAMES ALCALA","FARMWORKER DIVERSIFIED CROP II",1.0000000000000000e+01,1.0000000000000000e+01,4.0000000000000000e+01,8.9300,"hr","UT"
"A-06341-02367","H-2A","01/08/07 15:51:00","Certified - Full","2/2/2007","10/31/2007","BARBOURSVILLE WINERY, INC.","17655 WINERY ROAD",,"BARBOURSVILLE","VA","22923","MID-ATLANTIC SOLUTIONS, INC./ELIZABETH WHITLEY","VINEYARD FARMWORKER, FRUIT II",1.6000000000000000e+01,1.6000000000000000e+01,4.0000000000000000e+01,8.5100,"hr","VA"
"A-06352-02448","H-2A","01/22/07 16:42:00","Certified - Partial","2/15/2007","12/15/2007","GRELEN NURSERY, INC.","9274 OLD RAPIDAN ROAD",,"ORANGE","VA","22960","MAS LABOR H2A, LLC","NURSERY WORKERS",1.2000000000000000e+01,6.0000000000000000e+00,4.0000000000000000e+01,8.5100,"hr","VA"
"A-06332-02339","H-2A","01/08/07 15:56:00","Certified - Full","2/5/2007","12/10/2007","VIRGINIA GROWERS, INC.","14141 WINDMILL DRIVE",,"MONTPELIER","VA","23192","WORKFORCE ADVANTAGE","HORTICULTURAL WORKER, II",1.7000000000000000e+01,1.7000000000000000e+01,1.7000000000000000e+01,8.5100,"hr","VA"
"A-06347-02430","H-2A","01/19/07 16:43:00","Certified - Full","2/15/2007","12/15/2007","WATKINS NURSERIES, INC.","101 DRY BRIDGE ROAD",,"MIDLOTHIAN","VA","23114","MID-ATLANTIC SOLUTIONS, INC./ELIZABETH WHITLEY","HORTICULTURAL WORKER II",1.0000000000000000e+01,1.0000000000000000e+01,4.0000000000000000e+01,8.5100,"hr","VA"
"A-06332-02340","H-2A","01/03/07 08:50:00","Certified - Full","2/1/2007","12/5/2007","BREMO TREES, LLC","616 LOWER BREMO LANE","PO BOX 128","BREMO BLUFF","VA","23022","MID-ATLANTIC SOLUTIONS, INC./ELIZABETH WHITLEY","HORTICULTURAL WORKER II",4.0000000000000000e+00,4.0000000000000000e+00,4.0000000000000000e+01,8.5100,"hr","VA"
"A-06345-02390","H-2A","01/05/07 15:28:00","Certified - Full","2/1/2007","11/18/2007","SAUNDERS BROTHERS, INC","2717 TYEBROOK HIGHWAY",,"PINEY RIVER","VA","22964","MAS LABOR H2A, LLC","HORTICULTURAL WORKER 11",5.0000000000000000e+00,5.0000000000000000e+00,4.0000000000000000e+01,8.5100,"hr","VA"
"A-06347-02428","H-2A","01/19/07 17:33:00","Certified - Full","2/12/2007","6/1/2007","AARONS CREEK FARMS INC.","380 GREENHOUSE DRIVE",,"BUFFALO JUNCTION","VA","24529","LABOR SERVICES INTERNATIONAL, LLC ELAINE H. TRUJILLO PRES.","HORTICULTURAL WORKER",4.0000000000000000e+00,4.0000000000000000e+00,4.0000000000000000e+01,8.5100,"hr","VA"
"A-06347-02427","H-2A","01/18/07 11:59:00","Certified - Full","2/15/2007","12/15/2007","LOWFIELDS FARM LLC","218 LOWFIELDS LANE",,"PALMYRA","VA","22963","MAS LABOR H2A, LLC","FARMWORKER, GRAIN",2.0000000000000000e+00,2.0000000000000000e+00,4.0000000000000000e+01,8.5100,"hr","VA"
"A-07009-02647","H-2A","01/30/07 16:11:00","Certified - Full","3/1/2007","12/10/2007","ENGEL FAMILY FARMS","13267 WICKERTON LANE",,"HANOVER","VA","23069","MAS LABOR H2A, LLC","FARMWORKER, GRAIN",5.0000000000000000e+00,5.0000000000000000e+00,4.0000000000000000e+01,8.5100,"hr","VA"
"A-06354-02487","H-2A","01/17/07 15:55:00","Certified - Full","2/10/2007","11/1/2007","BRYANT ORCHARDS","2333 BLACKSBURG ROAD",,"FINCASTLE","VA","24090","MAS LABOR H2A, LLC","FARMWORKER FRUIT II",3.5000000000000000e+01,3.5000000000000000e+01,4.0000000000000000e+01,8.5100,"hr","VA"
"A-06361-02535","H-2A","01/29/07 09:01:00","Certified - Full","3/1/2007","11/12/2007","MT. CLIFTON FRUIT COMPANY","17581 MECHANICSVILLE RD",,"TIMBERVILLE","VA","22853","LABOR SERVICES INTERNATIONAL, LLC ELAINE H. TRUJILLO PRES.","FARMWORKER; FRUIT II",4.5000000000000000e+01,4.5000000000000000e+01,4.0000000000000000e+01,8.5100,"hr","VA"
"A-06342-02379","H-2A","01/03/07 16:19:00","Certified - Full","2/1/2007","11/18/2007","SAUNDERS BROTHERS, INC","2717 TYEBROOK HIGHWAY",,"PINEY RIVER","VA","22964","MAS LABOR H2A, LLC","FARMWORKER,DIVERSIFIED CROP II",6.4000000000000000e+01,6.4000000000000000e+01,4.0000000000000000e+01,8.5100,"hr","VA"
"A-06311-02276","H-2A","01/05/07 15:39:00","Certified - Full","2/1/2007","9/1/2007","CROWDER FARMS","4228 CROWN HILL ROAD",,"MECHANISVILLE","VA","23111","THE LABOR COMPANY / AMANDA WRIGHT","FARMWORKER, VEGETABLE II",5.0000000000000000e+00,5.0000000000000000e+00,4.0000000000000000e+01,8.5100,"hr","VA"
"A-06342-02373","H-2A","01/05/07 14:10:00","Certified - Full","2/1/2007","11/1/2007","ROSEMONT VINEYARD & FARMS LLC","1242 BLACKRIDGE ROAD",,"LACROSSE","VA","23950","LABOR SERVICES INTERNATIONAL, LLC ELAINE H. TRUJILLO PRES.","FARMWORKER, FRUIT II",1.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,8.5100,"hr","VA"
"A-06356-02512","H-2A","01/18/07 07:29:00","Certified - Full","2/15/2007","11/13/2007","CHESTERFIELD BERRY FARM, INC.","20501 SKINQUARTER ROAD",,"MOSELEY","VA","23120","MAS LABOR H2A, LLC","FARMWORKER, DIVERSIFIED CROP",2.4000000000000000e+01,2.4000000000000000e+01,4.0000000000000000e+01,8.5100,"hr","VA"
"A-06340-02361","H-2A","01/05/07 13:56:00","Certified - Full","2/1/2007","12/20/2007","DODD'S ACRES FARM","3174 LONGHORN DRIVE",,"MECHANICSVILLE","VA","23111","MAS LABOR H-2A","FARMLABOR, VEGETABLE II",3.4000000000000000e+01,3.4000000000000000e+01,4.0000000000000000e+01,8.5100,"hr","VA"
"A-06321-02300","H-2A","01/25/07 13:40:00","Certified - Full","2/12/2007","12/12/2007","EAGLE TREE FARMS","754 LEEDSTOWN ROAD",,"COLONIAL BEACH","VA","22443","LEISHA VATNSDAL","FARM WORKER-VEGETABLE I",1.0000000000000000e+00,1.0000000000000000e+00,4.0000000000000000e+01,8.5100,"hr","VA"
"A-06356-02513","H-2A","01/29/07 15:32:00","Certified - Full","2/25/2007","11/2/2007","ACORN HILL VINEYARD, LLC","179 ACORN HILL DRIVE",,"MADISON","VA","22727","MAS LABOR H2A, LLC","FARM WORKER, FRUIT II VINEYARD",5.0000000000000000e+00,5.0000000000000000e+00,4.0000000000000000e+01,8.5100,"hr","VA"
"A-07005-02615","H-2A","01/23/07 15:19:00","Certified - Full","2/21/2007","12/10/2007","JAMES M & CHERIE S. SHAT","2617 POTATO CREEK RD",,"MOUTH OF WILSON","VA","24363",,"CHRISTMAS TREE WORKER",2.0000000000000000e+01,2.0000000000000000e+01,4.0000000000000000e+01,8.5100,"hr","VA"
"A-07003-02576","H-2A","01/22/07 14:08:00","Certified - Full","2/20/2007","12/15/2007","MEADOWSPRING TURF, LLC","17820 THE GLEBE LANE",,"CHARLES CITY","VA","23030","MAS LABOR H2A, LLC","405.687-014 HORTICULTURAL WORKER II",6.0000000000000000e+00,6.0000000000000000e+00,4.0000000000000000e+01,8.5100,"hr","VA"
"A-06355-02500","H-2A","01/23/07 15:39:00","Certified - Full","2/16/2007","12/15/2007","LANCASTER FARMS, INC.","5800 KNOTTS NECK ROAD",,"SUFFOLK","VA","23435","MAS LABOR H2A, LLC","405.684-014 HORTICULTURAL WORKER",5.0000000000000000e+01,5.0000000000000000e+01,4.0000000000000000e+01,8.5100,"hr","VA"
"C-06339-03603","H-2A","01/12/07 09:08:00","Certified - Full","2/10/2007","2/9/2008","FERNANDEZ RANCH","5 FERNANDEZ ROAD",,"CENTERVILLE","WA","98613-2802",,"SHEEP HERDER",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","WA"
"C-06278-03058","H-2A","01/05/07 15:30:00","Certified - Full","1/28/2007","11/26/2007","WASHINGTON BULB CO., INC.","16031 BEAVER MARSH ROAD",,"MOUNT VERNON","WA","98273","NORTHWEST GROWERS ASSN. - MICHAEL GEMPLER","HORTICULTURAL WORKER I",4.0000000000000000e+00,4.0000000000000000e+00,4.5000000000000000e+01,9.0100,"hr","WA"
"C-06278-03055","H-2A","01/05/07 15:29:00","Certified - Full","1/28/2007","11/5/2007","WASHINGTON BULB CO., INC.","16031 BEAVER MARSH ROAD",,"MOUNT VERNON","WA","98273","NORTHWEST GROWERS ASSN. - MICHAEL GEMPLER","FARMWORKER, BULBS",6.0000000000000000e+00,6.0000000000000000e+00,4.5000000000000000e+01,9.0100,"hr","WA"
"C-06348-03769","H-2A","01/08/07 09:43:00","Certified - Full","2/10/2007","12/1/2007","NORTHERN CHRISTMAS TREE GROWERS","N11011 US HWY 12",,"MERRILLAN","WI","54754","ELIZABETH D. WHITLEY","HORTICULTURAL WORKER II",7.8000000000000000e+01,7.8000000000000000e+01,4.0000000000000000e+01,9.4300,"hr","WI"
"C-06313-03306","H-2A","01/31/07 12:17:00","Denied","1/1/2007","10/31/2007","ALBEE'S ACRES","2865 SAND ROAD",,"SHELL LAKE","WI","54871","VINCENT MARTIN","FARMWORKER, GENERAL I",1.0000000000000000e+00,,4.0000000000000000e+01,10.0000,"hr","WI"
"A-06347-02425","H-2A","01/17/07 16:36:00","Certified - Full","2/5/2007","11/26/2007","G & G NURSERY","7800 OHIO RIVERS ROAD",,"LESAGE","WV","25537","KT LABOR, INC.","HORTICULTURAL WORKER",4.0000000000000000e+00,4.0000000000000000e+00,4.0000000000000000e+01,8.2400,"hr","WV"
"C-07008-04097","H-2A","01/23/07 14:33:00","Certified - Full","2/22/2007","5/15/2007","JOHNSON SHEEP SHEARING LLC","660 HWY 14",,"GREYBULL","WY","82426",,"WOOL-FLEECE GRADER",2.0000000000000000e+00,2.0000000000000000e+00,4.8000000000000000e+01,8.9300,"hr","WY"
"C-07009-04111","H-2A","01/23/07 14:37:00","Certified - Full","2/22/2007","5/15/2007","JOHNSON SHEEP SHEARING LLC","660 HWY 14",,"GREYBULL","WY","82426",,"SHEEP SHEARER",1.0000000000000000e+01,1.0000000000000000e+01,4.8000000000000000e+01,8.9300,"hr","WY"
"C-06346-03731","H-2A","01/05/07 15:52:00","Certified - Full","2/1/2007","1/31/2008","MICHAEL D. KIMSEY","1450 OWL CREEK",,"THERMOPOLIS","WY","82443","MOUNTAIN PLAINS AGRICULTURAL SERVICE","SHEEP HERDER",2.0000000000000000e+00,2.0000000000000000e+00,4.0000000000000000e+01,650.0000,"mth","WY"
"C-07010-04174","H-2A","01/30/07 08:17:00","Certified - Full","3/1/2007","2/29/2008","AARON J. ANDERSON/ANDERSON RANCH","2747 HIGHWAY 16",,"TENSLEEP","WY","82442","MOUNTAIN PLAINS AGRICULTURAL SERVICE","SHEEP HERDER",4.0000000000000000e+00,4.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","WY"
"C-07010-04177","H-2A","01/30/07 08:56:00","Certified - Full","3/1/2007","2/29/2008","MARK LYMAN","HC ROAD 47",,"TENSLEEP","WY","84224","MOUNTAIN PLAINS AGRICULTURAL SERVICE","SHEEP HERDER",3.0000000000000000e+00,3.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","WY"
"C-07010-04178","H-2A","01/29/07 17:03:00","Certified - Full","3/3/2007","2/29/2008","PHILP SHEEP CO/FRANK & ELIZABETH PHILP","313 SOUTH HIDDEN VALLEY ROAD",,"SHOSHONI","WY","82649","MOUNTAIN PLAINS AGRICULTURAL SERVICE","SHEEP HERDER",6.0000000000000000e+00,6.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","WY"
"C-06339-03603","H-2A","01/12/07 09:08:00","Certified - Full","2/10/2007","2/9/2008","LADDER LIVESTOCK CO. LLC","PO BOX 159",,"SAVERY","WY","82332-0000",,"SHEEP HERDER",2.0000000000000000e+00,2.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","WY"
"C-07010-04179","H-2A","01/30/07 08:58:00","Certified - Full","3/1/2007","2/29/2008","GREEN RIVER LIVESTOCK/WILLIAM TALIAFERRO","106 CEDAR STREET",,"ROCK SPRINGS","WY","82901","MOUNTAIN PLAINS AGRICULTURAL SERVICE","SHEEP HERDER",1.4000000000000000e+01,1.4000000000000000e+01,6.0000000000000000e+01,650.0000,"mth","WY"
"C-06339-03603","H-2A","01/12/07 09:08:00","Certified - Full","2/10/2007","2/9/2008","JULIAN LAND & LIVESTOCK","409 QUARTZ STREET",,"KEMMERER","WY","83101",,"SHEEP HERDER",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","WY"
"C-07011-04200","H-2A","01/30/07 15:45:00","Certified - Full","3/1/2007","2/29/2008","MIKE J. CURUCHET","14 ITT RD, PO BOX 187",,"KAYCEE","WY","82639","MOUNTAIN PLAINS AGRICULTURAL SERVICE","SHEEP HERDER",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","WY"
"C-06339-03603","H-2A","01/12/07 09:08:00","Certified - Full","2/10/2007","2/9/2008","J. R. BROADBENT COMPANY","P.O. BOX 734",,"EVANSTON","WY","82930",,"SHEEP HERDER",1.0000000000000000e+01,1.0000000000000000e+01,6.0000000000000000e+01,650.0000,"mth","WY"
"C-06339-03603","H-2A","01/12/07 09:08:00","Certified - Full","2/10/2007","2/9/2008","WARREN RANCH COMPANY","1961 US HWY 85",,"CHEYENNE","WY","82009-0000",,"SHEEP HERDER",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","WY"
"C-06360-03930","H-2A","01/29/07 12:22:00","Certified - Full","3/1/2007","2/29/2008","MATT WEBER RANCH","PO BOX 321 WEBER MESA SUBDIVISION LOT #7",,"BAGGS","WY","82321",,"SHEEP HERDER",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,750.0000,"mth","WY"
"C-06356-03894","H-2A","01/29/07 15:33:00","Certified - Full","3/1/2007","2/29/2008","LEE JONS RANCH","PO BOX 235,  ROAD 603",,"BAGGS","WY","82321",,"SHEEP HERDER",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,750.0000,"mth","WY"
"C-07011-04209","H-2A","01/30/07 10:17:00","Certified - Full","3/1/2007","11/1/2007","OTTER CREEK GRAZING ASSOC.//LLOYD NIELSON","1171 HWY 434, BOX  45",,"TENSLEEP","WY","82442","MOUNTAIN PLAINS AGRICULTURAL SERVICE","OPEN RANGE CALVER",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,850.0000,"mth","WY"
"C-06353-03833","H-2A","01/17/07 15:20:00","Certified - Full","2/15/2007","12/15/2007","STEWART M DOTY (WYOMATOES)","PO BOX 275",,"BIG PINEY","WY","83113","SNAKE RIVER FARMERS ASSOCIATION","HORTICULTURAL WORKER I",4.0000000000000000e+00,4.0000000000000000e+00,4.8000000000000000e+01,8.4700,"hr","WY"
"C-06352-03813","H-2A","01/10/07 16:53:00","Certified - Full","2/9/2007","12/1/2007","CHARLES GARY JENNINGS/JENNINGS FARM INC","39 JENNINGS RD",,"RIVERTON","WY","82501","MOUNTAIN PLAINS AGRICULTURAL SERVICE","FARMWORKER, LIVESTOCK",2.0000000000000000e+00,2.0000000000000000e+00,6.0000000000000000e+01,875.0000,"mth","WY"
"C-07008-04110","H-2A","01/23/07 11:33:00","Certified - Full","2/22/2007","11/30/2007","DARLENE MANTLE VOGEL DBA WYOMING HORSES RANCH","380 NORTH PAVILLION ROAD",,"PAVILLION","WY","82523",,"FARMWORKER, LIVESTOCK",3.0000000000000000e+00,3.0000000000000000e+00,6.0000000000000000e+01,1600.0000,"mth","WY"
"C-07008-04077","H-2A","01/29/07 12:24:00","Certified - Full","3/1/2007","12/1/2007","MATT WEBER RANCH","PO BOX 321, WEBER MESA SUBDIVISION LOT #7",,"BAGGS","WY","82321",,"FARMWORKER, LIVESTOCK",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,875.0000,"mth","WY"
"C-06346-03699","H-2A","01/09/07 14:54:00","Certified - Full","2/1/2007","11/1/2007","DON MEIKE, MEIKE RANCH","1916 SUSSEX ROAD",,"KAYCEE","WY","82639","MOUNTAIN PLAINS AGRICULTURAL SERVICE","FARMWORKER LIVESTOCK",2.0000000000000000e+00,2.0000000000000000e+00,4.0000000000000000e+01,875.0000,"mth","WY"
"C-06346-03698","H-2A","01/05/07 16:25:00","Certified - Full","2/1/2007","11/1/2007","STEVE ADAMS/ADAMS RANCH","177 E. HWY 70, BOX 177",,"BAGGS","WY","82321","MOUNTAIN PLAINS AGRICULTURAL SERVICE","FARMWORKER LIVESTOCK",1.0000000000000000e+00,1.0000000000000000e+00,4.0000000000000000e+01,875.0000,"mth","WY"
"A-06296-02226","H-2A","12/01/06 09:27:00","Certified - Full","12/30/2006","10/15/2007","OLD DIZ NURSERY","1719 HIGHWAY 231 NORTH",,"TROY","AL","36081","DAVID DONALDSON ,USAMEX LTD CO.","HORTICULTURAL WORKER II",7.0000000000000000e+00,7.0000000000000000e+00,4.0000000000000000e+01,8.3700,"hr","AL"
"A-06326-02320","H-2A","12/21/06 09:52:00","Certified - Full","1/5/2007","5/3/2007","BONNIE PLANT FARM-JSC STATION","1727 HWY 223",,"UNION SPRINGS","AL","36089","USAMEX - DAVID DONALDSON","HORTICULTURAL WORKER",2.5000000000000000e+01,2.5000000000000000e+01,4.0000000000000000e+01,8.3700,"hr","AL"
"A-06339-02360","H-2A","12/21/06 14:44:00","Certified - Full","1/15/2007","9/10/2007","BENTLEY FARMS","POST OFFICE BOX 516",,"THORSBY","AL","35171","AGWORKS, INC.","FARMWORKER,FRUIT II",1.8000000000000000e+01,1.8000000000000000e+01,4.0000000000000000e+01,8.3700,"hr","AL"
"A-06324-02309","H-2A","12/08/06 08:54:00","Certified - Full","1/5/2007","11/1/2007","COTTAGE HILL NURSERY","P.O BOX 1328",,"THEODORE","AL","36590","INTERNATIONAL LABOR MANAGEMENT CORPORATION (ILMC)","HORTICULTURAL WORKER II",3.2000000000000000e+01,3.2000000000000000e+01,4.0000000000000000e+01,8.3700,"hr","AL"
"A-06342-02376","H-2A","12/15/06 12:16:00","Certified - Full","1/15/2007","11/15/2007","OAK HILL TREE FARM LLC","7600 GRAND BAY WILMER ROAD","PO BOX 727","GRAND BAY","AL","36541","INTERNATIONAL LABOR MANAGEMENT CORPORATION (ILMC)","HORTICULTURAL WORKER",3.0000000000000000e+00,3.0000000000000000e+00,4.0000000000000000e+01,8.3700,"hr","AL"
"C-06340-03619","H-2A","12/19/06 09:48:00","Certified - Full","1/18/2007","11/18/2007","PITTMAN NURSERY CORP.","PO BOX 606",,"MAGNOLIA","AR","71754","ILMC - STAN EURY","HORTICULTURAL WORKER II",7.8000000000000000e+01,7.8000000000000000e+01,4.0000000000000000e+01,7.5800,"hr","AR"
"C-06340-03619","H-2A","12/19/06 09:48:00","Certified - Full","1/18/2007","11/18/2007","DOUBLE D FARMS","920 COLUMBIA RD 61",,"MAGNOLIA","AR","71753",,"HORTICULTURAL WORKER II",3.9000000000000000e+01,3.9000000000000000e+01,4.0000000000000000e+01,7.5800,"hr","AR"
"C-06325-03448","H-2A","12/01/06 13:05:00","Certified - Full","1/1/2007","11/1/2007","BILLY BLAND FISHERY, INC","PO BOX 430; 287 HWY 160",,"TAYLOR","AR","71861","ILMC - CRAIG S. EURY, JR.","FISH HATCHERY WORKER",5.0000000000000000e+00,5.0000000000000000e+00,4.0000000000000000e+01,7.5800,"hr","AR"
"C-06325-03440","H-2A","12/29/06 15:36:00","Certified - Full","2/1/2007","10/15/2007","I F ANDERSON FARMS INC","4377 HIGHWAY 70 WEST",,"LONOKE","AR","72086","DAVID DONALDSON (USAMEX LTD CO.)","FISH HATCHERY WORKER",1.8000000000000000e+01,1.8000000000000000e+01,4.0000000000000000e+01,7.8000,"hr","AR"
"C-06335-03569","H-2A","12/19/06 09:50:00","Certified - Full","1/15/2007","9/1/2007","CANDY BRAND LLC","520 E. 4TH STREET, PO BOX 248",,"HERMITAGE","AR","71647","ILMC - STAN EURY","FARMWORKER, VEGETABLE II",1.0000000000000000e+02,1.0000000000000000e+02,3.6000000000000000e+01,7.5800,"hr","AR"
"C-06321-03415","H-2A","12/14/06 13:06:00","Certified - Full","1/15/2007","11/15/2007","NORTH HUGHES FLYING SERVICES, INC","5076 HWY 131",,"BRICKEYES","AR","72320","ELAINE FLAMING","FARMWORKER, DIVERSIFED CROP I",3.0000000000000000e+00,3.0000000000000000e+00,4.8000000000000000e+01,7.5800,"hr","AR"
"C-06289-03142","H-2A","12/07/06 11:19:00","Certified - Full","1/5/2007","11/5/2007","FERTILE ACRES FARMS","190 BUCKNER LANE",,"DERMOTT","AR","71638","AGWORKS,  INC.","CATFISH HARVESTER",2.0000000000000000e+01,2.0000000000000000e+01,5.4000000000000000e+01,7.5800,"hr","AR"
"C-06311-03279","H-2A","12/08/06 16:43:00","Certified - Partial","1/10/2007","1/9/2008","CROSS MOUNTAIN SHEEP CO","34621 W. LA BREA",,"MARICOPA","AZ","85239-0000",,"SHEEP HERDER",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","AZ"
"C-06311-03279","H-2A","12/08/06 16:43:00","Certified - Partial","1/10/2007","1/9/2008","SHEEP SPRINGS SHEEP CO","1200 W. QUEEN CREEK RD.",,"CHANDLER","AZ","85248",,"SHEEP HERDER",2.0000000000000000e+00,2.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","AZ"
"C-06311-03279","H-2A","12/08/06 16:43:00","Certified - Partial","1/10/2007","1/9/2008","JOSEPH AUZA SHEEP CO.-AZ","353 E WILEY WAY",,"CASA GRANDE","AZ","85222-0000",,"SHEEP HERDER",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","AZ"
"C-06300-03211","H-2A","12/05/06 11:26:00","Certified - Full","1/5/2007","4/1/2007","HUERTA HARVEST COMPANY, L.L.C","2775 E. 14TH STREET",,"YUMA","AZ","85365","JOHNNY CINTRON","FARMWORKER, VEGETABLE II",4.0000000000000000e+01,4.0000000000000000e+01,3.7000000000000000e+01,8.0000,"hr","AZ"
"C-06311-03279","H-2A","12/08/06 16:43:00","Certified - Partial","1/10/2007","1/9/2008","I.O.U. SHEEP COMPANY","14384 AVENUE 272",,"VISALIA","CA","93277",,"SHEEP HERDER",4.0000000000000000e+00,4.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","CA"
"C-06311-03279","H-2A","12/08/06 16:43:00","Certified - Partial","1/10/2007","1/9/2008","TRIPLE E LIVESTOCK & LAND CO.","P. O. BOX 964",,"VISALIA","CA","93279",,"SHEEP HERDER",2.0000000000000000e+00,2.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","CA"
"C-06311-03279","H-2A","12/08/06 16:43:00","Certified - Partial","1/10/2007","1/9/2008","JOHN ESPIL SHEEP CO.,INC.-NV","DRAWER N",,"SUSANVILLE","CA","96130",,"SHEEP HERDER",2.0000000000000000e+00,2.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","CA"
"C-06311-03279","H-2A","12/08/06 16:43:00","Certified - Partial","1/10/2007","1/9/2008","BRUNO RANCH","233 W MARKHAM STREET",,"PERRIS","CA","92571-0000",,"SHEEP HERDER",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","CA"
"C-06311-03279","H-2A","12/08/06 16:43:00","Certified - Partial","1/10/2007","1/9/2008","PEDRO MA. INDACOCHEA","23772 WATER STREET",,"PERRIS","CA","92570-9702",,"SHEEP HERDER",5.0000000000000000e+00,3.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","CA"
"C-06311-03279","H-2A","12/08/06 16:43:00","Certified - Partial","1/10/2007","1/9/2008","ROBERT A. STAYER","PO BOX 536",,"PAYNES CREEK","CA","96075",,"SHEEP HERDER",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","CA"
"C-06311-03279","H-2A","12/08/06 16:43:00","Certified - Partial","1/10/2007","1/9/2008","J.B. JAUREGUY","2510 BUENA VISTA DRIVE",,"PASO ROBLES","CA","93446",,"SHEEP HERDER",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","CA"
"C-06311-03279","H-2A","12/08/06 16:43:00","Certified - Partial","1/10/2007","1/9/2008","MARTIN JAUREGUY","P.O. BOX 805",,"PASO ROBLES","CA","93446",,"SHEEP HERDER",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","CA"
"C-06311-03279","H-2A","12/08/06 16:43:00","Certified - Partial","1/10/2007","1/9/2008","TERRI HOLLEMAN OYARZUN DBA GOATS R US","PO BOX 37",,"ORINDA","CA","94563",,"SHEEP HERDER",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","CA"
"C-06311-03279","H-2A","12/08/06 16:43:00","Certified - Partial","1/10/2007","1/9/2008","STEPHEN ELGORRIAGA","2834 CHIANTI AVE",,"MADERA","CA","93637-0000",,"SHEEP HERDER",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","CA"
"C-06311-03279","H-2A","12/08/06 16:43:00","Certified - Partial","1/10/2007","10/27/2007","JOE S. ESNOZ","P O BOX 8",,"LOST HILLS","CA","93249",,"SHEEP HERDER",2.0000000000000000e+00,2.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","CA"
"C-06311-03279","H-2A","12/08/06 16:43:00","Certified - Partial","1/10/2007","4/15/2007","RAYMOND A. TALBOTT","20654 HENRY MILLER RD.",,"LOS BANOS","CA","93635-0000",,"SHEEP HERDER",1.0000000000000000e+00,0.0000000000000000e+00,6.0000000000000000e+01,650.0000,"mth","CA"
